Cluster Index	Voxels	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
119	5	4.44	53	25	22	52.4	25.2	22	192	52	25	22	140
118	5	4.24	42	50	13	42.4	49.8	13	168	43	50	13	135
117	5	3.91	33	42	9	32.8	42.2	9	244	33	42	9	163
116	5	4.04	34	30	26	34.8	30.4	26	242	34	30	26	167
115	5	4.22	49	22	18	48.4	22.2	17.4	167	50	22	18	126
114	4	3.32	40	34	14	39.3	34.8	14	121	39	35	14	104
113	4	3.75	13	32	17	12.5	32.5	17	99.7	12	33	17	84.6
112	4	4.04	16	40	7	15.5	39.5	7	154	16	40	7	131
111	4	3.74	20	25	26	20.5	25.5	26	279	21	25	26	192
110	4	3.59	36	40	19	36	39.5	19	150	36	40	19	112
109	4	3.49	46	48	10	45.5	47.5	10	316	45	48	10	267
108	4	3.9	37	46	10	37.2	46.7	10	204	37	48	10	161
107	4	4.67	41	51	21	40.8	51.4	21	290	41	50	21	212
106	4	3.38	30	41	18	30	41.2	18.2	206	30	42	18	163
105	4	3.6	45	26	26	44.3	24.8	26	260	43	24	26	239
104	3	4.45	29	28	22	29.3	27.7	22	115	30	28	22	96.1
103	3	3.83	48	49	14	48.3	49	14.3	232	48	49	14	168
102	3	4.08	29	6	14	29	6	14	133	30	6	14	112
101	3	3.39	39	4	14	39.3	4.66	14	210	40	5	14	166
100	3	3.59	51	25	16	50.7	24.7	16	152	50	25	16	137
99	3	3.48	36	32	13	36.3	32.3	13	69.4	36	32	13	65.8
98	3	3.42	53	25	13	52.3	25.3	13	185	53	25	13	142
97	3	3.33	36	53	16	36.3	53.3	16	313	36	54	16	235
96	3	3.55	22	20	9	22	20	9	132	22	20	9	121
95	3	3.69	27	56	12	27.3	55.7	12	251	28	56	12	201
94	3	4.35	42	19	8	42	19	8	200	42	19	8	169
93	3	3.87	16	33	21	15.7	33	20.7	123	15	33	21	102
92	3	3.37	51	23	11	50	23	11	131	51	23	11	118
91	3	3.15	27	43	24	27	43	23.7	228	28	42	24	193
90	3	3.45	23	49	23	23	49	23	102	23	49	23	87.9
89	3	3.53	19	45	6	19.7	46	6	184	20	46	6	168
88	3	4.51	38	12	24	37.1	12	24	118	38	12	24	105
87	3	3.73	54	30	10	53.7	30.3	10	113	53	30	10	82.2
86	3	3.39	41	36	18	40.3	36	18.3	65	40	36	18	61.7
85	3	3.69	44	55	18	43.4	54.7	18	132	43	54	18	92.3
84	3	3.51	10	35	10	10.3	35.3	10.3	106	11	35	11	74.1
83	3	3.45	31	15	25	31.3	14.4	25	437	31	15	25	296
82	2	4.41	24	8	4	24.5	8	4	165	25	8	4	147
81	2	3.72	42	8	6	41.5	8	6	105	42	8	6	93.5
80	2	3.55	31	49	10	31	48.5	10	299	31	49	10	226
79	2	3.22	29	32	14	29.5	32.5	14	87.4	29	32	14	86.5
78	2	3.7	51	31	14	51.5	31	14	123	52	31	14	114
77	2	3.51	51	22	14	51	22.5	14	127	51	22	14	123
76	2	3.58	12	28	9	12.5	28	9	101	13	28	9	95.2
75	2	3.22	44	15	4	43.5	15	4	176	44	15	4	172
74	2	3.58	46	24	6	46.5	23.5	6	181	46	24	6	164
73	2	3.94	15	16	12	14.5	16	12	82.9	15	16	12	70.6
72	2	4.73	28	17	0	28.5	17	0	196	28	17	0	166
71	2	3.95	9	28	12	9	28.5	12	51.6	9	28	12	49.6
70	2	4.08	44	10	5	43.5	10.5	5	157	43	11	5	127
69	2	4.19	29	4	14	29.5	4	14	89.6	29	4	14	78.9
68	2	4.32	43	11	22	42.6	11	22	127	42	11	22	103
67	2	4.52	40	10	22	40	10.4	22	164	40	11	22	137
66	2	3.36	38	34	21	38	33.5	21	48.1	38	33	21	48
65	2	3.33	38	26	28	37.5	26.5	28	154	38	26	28	141
64	2	4.09	22	53	22	22.5	53	22	93.6	22	53	22	87.2
63	2	3.47	27	29	20	27	28.5	20	69.8	27	29	20	67.9
62	2	3.21	38	32	24	38	31.5	24	72.9	38	31	24	66.7
61	2	3.47	39	34	24	38.5	34	24	94	38	34	24	88.7
60	2	3.82	36	8	20	36	8.47	20	125	36	9	20	113
59	2	3.46	27	47	19	26.5	47	19	134	26	47	19	130
58	2	3.31	42	27	22	41.5	27	22	74.4	42	27	22	68.3
57	2	4.1	19	41	24	19	40.5	24	96.4	19	40	24	87.6
56	2	3.72	38	38	27	38	37.5	27	95.2	38	37	27	86.9
55	2	3.31	28	22	15	28	22	15.5	71.6	28	22	15	68.9
54	2	3.15	31	43	16	31.5	43	16	190	32	43	16	161
53	2	4.26	42	7	16	42	6.55	16	190	42	7	16	137
52	2	3.48	13	38	19	12.5	38	19	84.7	13	38	19	72.4
51	1	3.25	23	26	27	23	26	27	123	23	26	27	123
50	1	3.25	13	38	22	13	38	22	45.2	13	38	22	45.2
49	1	3.1	22	23	0	22	23	0	204	22	23	0	204
48	1	3.43	31	14	1	31	14	1	113	31	14	1	113
47	1	3.11	16	31	8	16	31	8	119	16	31	8	119
46	1	3.44	36	27	23	36	27	23	67.9	36	27	23	67.9
45	1	3.51	51	22	8	51	22	8	123	51	22	8	123
44	1	3.09	30	21	24	30	21	24	87.8	30	21	24	87.8
43	1	3.35	20	31	26	20	31	26	61.9	20	31	26	61.9
42	1	3.38	30	47	25	30	47	25	141	30	47	25	141
41	1	3.13	40	45	7	40	45	7	78.9	40	45	7	78.9
40	1	3.14	15	25	7	15	25	7	164	15	25	7	164
39	1	3.31	48	25	25	48	25	25	162	48	25	25	162
38	1	3.4	16	26	4	16	26	4	226	16	26	4	226
37	1	3.84	49	39	4	49	39	4	83.3	49	39	4	83.3
36	1	3.84	44	37	24	44	37	24	107	44	37	24	107
35	1	3.21	45	42	24	45	42	24	63.3	45	42	24	63.3
34	1	3.18	37	49	24	37	49	24	77	37	49	24	77
33	1	3.38	26	8	6	26	8	6	188	26	8	6	188
32	1	3.1	17	40	5	17	40	5	96	17	40	5	96
31	1	3.34	41	16	25	41	16	25	201	41	16	25	201
30	1	3.29	25	17	8	25	17	8	180	25	17	8	180
29	1	3.82	42	13	15	42	13	15	86.6	42	13	15	86.6
28	1	3.4	31	39	14	31	39	14	242	31	39	14	242
27	1	4.03	33	39	15	33	39	15	417	33	39	15	417
26	1	3.1	45	39	15	45	39	15	63	45	39	15	63
25	1	3.36	10	26	14	10	26	14	57.7	10	26	14	57.7
24	1	3.46	41	56	15	41	56	15	67.1	41	56	15	67.1
23	1	3.46	21	8	16	21	8	16	85.2	21	8	16	85.2
22	1	3.25	13	21	16	13	21	16	91.8	13	21	16	91.8
21	1	3.41	10	27	16	10	27	16	53.6	10	27	16	53.6
20	1	3.61	55	25	13	55	25	13	74	55	25	13	74
19	1	3.09	26	49	16	26	49	16	96.8	26	49	16	96.8
18	1	3.1	48	51	16	48	51	16	64.5	48	51	16	64.5
17	1	3.53	27	58	17	27	58	17	159	27	58	17	159
16	1	3.34	53	29	21	53	29	21	66.3	53	29	21	66.3
15	1	3.2	46	18	18	46	18	18	90.5	46	18	18	90.5
14	1	3.17	39	13	19	39	13	19	240	39	13	19	240
13	1	3.09	52	16	11	52	16	11	54.1	52	16	11	54.1
12	1	3.26	28	6	11	28	6	11	148	28	6	11	148
11	1	3.54	23	10	20	23	10	20	126	23	10	20	126
10	1	3.1	50	19	20	50	19	20	126	50	19	20	126
9	1	3.5	54	27	20	54	27	20	76.2	54	27	20	76.2
8	1	3.1	29	37	20	29	37	20	80.7	29	37	20	80.7
7	1	3.42	39	13	21	39	13	21	161	39	13	21	161
6	1	3.31	54	26	10	54	26	10	92	54	26	10	92
5	1	3.78	21	20	21	21	20	21	135	21	20	21	135
4	1	3.55	50	13	10	50	13	10	74.1	50	13	10	74.1
3	1	3.46	34	50	9	34	50	9	148	34	50	9	148
2	1	3.16	36	21	22	36	21	22	167	36	21	22	167
1	1	4.22	27	7	18	27	7	18	137	27	7	18	137
